,frame,character,emotion,phonem,blinking_choice,eyes_emotion_choice,intensity,eyes_position,mouth_image_path,pause,word,head_direction,screen_mode,background_type,background_name,body_action,body_path,reaction_bool,reaction,zoom,eye_path,head_rotation,head_path,background_path,key
1674,1674,9,spoked,N,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,5,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedNspoked_MFalseMLplainplainwallexplainbody355th_s0.0
1675,1675,9,spoked,N,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,5,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedNspoked_MFalseMLplainplainwallexplainbody355th_s0.0
1676,1676,9,spoked,F,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,5,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedFspoked_MFalseMLplainplainwallexplainbody355f_s0.0
1677,1677,9,spoked,F,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,5,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedFspoked_MFalseMLplainplainwallexplainbody355f_s0.0
1678,1678,9,spoked,ER0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,5,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedER0spoked_MFalseMLplainplainwallexplainbody355a_e_s0.0
1679,1679,9,spoked,ER0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedER0spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1680,1680,9,spoked,M,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedMspoked_MFalseMLplainplainwallexplainbody350m_b_close_s0.0
1681,1681,9,spoked,M,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedMspoked_MFalseMLplainplainwallexplainbody350m_b_close_s0.0
1682,1682,9,spoked,EY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedEY1spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1683,1683,9,spoked,EY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedEY1spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1684,1684,9,spoked,SH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedSHspoked_MFalseMLplainplainwallexplainbody350d_j_ch_s0.0
1685,1685,9,spoked,SH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedSHspoked_MFalseMLplainplainwallexplainbody350d_j_ch_s0.0
1686,1686,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAH0spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1687,1687,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAH0spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1688,1688,9,sad,,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9sadnanspoked_MFalseMLplainplainwallexplainbody350m_b_close_s0.0
1689,1689,9,spoked,IH2,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedIH2spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1690,1690,9,spoked,IH2,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedIH2spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1691,1691,9,spoked,IH2,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedIH2spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1692,1692,9,spoked,N,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedNspoked_MFalseMLplainplainwallexplainbody350th_s0.0
1693,1693,9,spoked,N,not_blinking,spoked,False,M,./images/mouth/character_9/sad/th_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedNspoked_MFalseMLplainplainwallexplainbody350th_s0.0
1694,1694,9,spoked,F,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedFspoked_MFalseMLplainplainwallexplainbody350f_s0.0
1695,1695,9,spoked,F,not_blinking,spoked,False,M,./images/mouth/character_9/sad/f_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedFspoked_MFalseMLplainplainwallexplainbody350f_s0.0
1696,1696,9,spoked,ER0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedER0spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1697,1697,9,spoked,ER0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedER0spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1698,1698,9,spoked,M,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedMspoked_MFalseMLplainplainwallexplainbody350m_b_close_s0.0
1699,1699,9,spoked,M,not_blinking,spoked,False,M,./images/mouth/character_9/sad/m_b_close_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedMspoked_MFalseMLplainplainwallexplainbody350m_b_close_s0.0
1700,1700,9,spoked,EY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedEY1spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1701,1701,9,spoked,EY1,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedEY1spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1702,1702,9,spoked,SH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedSHspoked_MFalseMLplainplainwallexplainbody350d_j_ch_s0.0
1703,1703,9,spoked,SH,not_blinking,spoked,False,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedSHspoked_MFalseMLplainplainwallexplainbody350d_j_ch_s0.0
1704,1704,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAH0spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1705,1705,9,spoked,AH0,not_blinking,spoked,False,M,./images/mouth/character_9/sad/a_e_s.png,False,information,L,plain,plain,wall,explain,./images/body/character_9/explain/body35.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_M.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAH0spoked_MFalseMLplainplainwallexplainbody350a_e_s0.0
1706,1706,9,spoked,K,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedKspoked_RFalseRLplainplainwallmebody110a_e_s0.0
1707,1707,9,spoked,K,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedKspoked_RFalseRLplainplainwallmebody110a_e_s0.0
1708,1708,9,spoked,EH1,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedEH1spoked_RFalseRLplainplainwallmebody110a_e_s0.0
1709,1709,9,spoked,EH1,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedEH1spoked_RFalseRLplainplainwallmebody110a_e_s0.0
1710,1710,9,spoked,S,not_blinking,spoked,False,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedSspoked_RFalseRLplainplainwallmebody110d_j_ch_s0.0
1711,1711,9,spoked,S,not_blinking,spoked,False,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedSspoked_RFalseRLplainplainwallmebody110d_j_ch_s0.0
1712,1712,9,spoked,V,not_blinking,spoked,False,R,./images/mouth/character_9/sad/f_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedVspoked_RFalseRLplainplainwallmebody110f_s0.0
1713,1713,9,spoked,V,not_blinking,spoked,False,R,./images/mouth/character_9/sad/f_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedVspoked_RFalseRLplainplainwallmebody110f_s0.0
1714,1714,9,spoked,Y,not_blinking,spoked,False,R,./images/mouth/character_9/sad/o_small_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes_blinking/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedYspoked_RFalseRLplainplainwallmebody110o_small_s0.0
1715,1715,9,spoked,Y,not_blinking,spoked,False,R,./images/mouth/character_9/sad/o_small_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes_blinking/spoked/02.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedY02FalseRLplainplainwallmebody110o_small_s0.0
1716,1716,9,spoked,UW0,not_blinking,spoked,False,R,./images/mouth/character_9/sad/o_small_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes_blinking/spoked/03.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedUW003FalseRLplainplainwallmebody110o_small_s0.0
1717,1717,9,spoked,UW0,not_blinking,spoked,False,R,./images/mouth/character_9/sad/o_small_s.png,False,CSV,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes_blinking/spoked/04.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedUW004FalseRLplainplainwallmebody110o_small_s0.0
1718,1718,9,spoked,F,not_blinking,spoked,False,R,./images/mouth/character_9/sad/f_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes_blinking/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedFspoked_RFalseRLplainplainwallmebody110f_s0.0
1719,1719,9,spoked,F,not_blinking,spoked,False,R,./images/mouth/character_9/sad/f_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedFspoked_RFalseRLplainplainwallmebody110f_s0.0
1720,1720,9,spoked,F,not_blinking,spoked,False,R,./images/mouth/character_9/sad/f_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedFspoked_RFalseRLplainplainwallmebody110f_s0.0
1721,1721,9,spoked,F,not_blinking,spoked,False,R,./images/mouth/character_9/sad/f_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedFspoked_RFalseRLplainplainwallmebody110f_s0.0
1722,1722,9,spoked,AY1,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAY1spoked_RFalseRLplainplainwallmebody110a_e_s0.0
1723,1723,9,spoked,AY1,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAY1spoked_RFalseRLplainplainwallmebody110a_e_s0.0
1724,1724,9,spoked,AY1,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAY1spoked_RFalseRLplainplainwallmebody110a_e_s0.0
1725,1725,9,spoked,AY1,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAY1spoked_RFalseRLplainplainwallmebody110a_e_s0.0
1726,1726,9,spoked,L,not_blinking,spoked,False,R,./images/mouth/character_9/sad/l_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedLspoked_RFalseRLplainplainwallmebody110l_s0.0
1727,1727,9,spoked,L,not_blinking,spoked,False,R,./images/mouth/character_9/sad/l_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedLspoked_RFalseRLplainplainwallmebody110l_s0.0
1728,1728,9,spoked,L,not_blinking,spoked,False,R,./images/mouth/character_9/sad/l_s.png,False,file,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedLspoked_RFalseRLplainplainwallmebody110l_s0.0
1729,1729,9,spoked,AH0,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,and,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAH0spoked_RFalseRLplainplainwallmebody110a_e_s0.0
1730,1730,9,spoked,AH0,not_blinking,spoked,False,R,./images/mouth/character_9/sad/a_e_s.png,False,and,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedAH0spoked_RFalseRLplainplainwallmebody110a_e_s0.0
1731,1731,9,spoked,N,not_blinking,spoked,False,R,./images/mouth/character_9/sad/th_s.png,False,and,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedNspoked_RFalseRLplainplainwallmebody110th_s0.0
1732,1732,9,spoked,D,not_blinking,spoked,False,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,and,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,spoked,0.0,./images/eyes/character_9/side_eyes/spoked/spoked_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9spokedDspoked_RFalseRLplainplainwallmebody110d_j_ch_s0.0
1733,1733,9,glare,S,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareSglare_2_RTrueRLplainplainwallmebody110d_j_ch_s0.0
1734,1734,9,glare,S,not_blinking,glare,True,R,./images/mouth/character_9/sad/d_j_ch_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareSglare_2_RTrueRLplainplainwallmebody110d_j_ch_s0.0
1735,1735,9,glare,AO1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareAO1glare_2_RTrueRLplainplainwallmebody110a_e_s0.0
1736,1736,9,glare,AO1,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareAO1glare_2_RTrueRLplainplainwallmebody110a_e_s0.0
1737,1737,9,glare,F,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareFglare_2_RTrueRLplainplainwallmebody110f_s0.0
1738,1738,9,glare,F,not_blinking,glare,True,R,./images/mouth/character_9/sad/f_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,0,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareFglare_2_RTrueRLplainplainwallmebody110f_s0.0
1739,1739,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareTglare_2_RTrueRLplainplainwallmebody11-1th_s0.0
1740,1740,9,glare,T,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareTglare_2_RTrueRLplainplainwallmebody11-1th_s0.0
1741,1741,9,glare,W,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareWglare_2_RTrueRLplainplainwallmebody11-1o_small_s0.0
1742,1742,9,glare,W,not_blinking,glare,True,R,./images/mouth/character_9/sad/o_small_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareWglare_2_RTrueRLplainplainwallmebody11-1o_small_s0.0
1743,1743,9,glare,EH2,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareEH2glare_2_RTrueRLplainplainwallmebody11-1a_e_s0.0
1744,1744,9,glare,EH2,not_blinking,glare,True,R,./images/mouth/character_9/sad/a_e_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareEH2glare_2_RTrueRLplainplainwallmebody11-1a_e_s0.0
1745,1745,9,glare,R,not_blinking,glare,True,R,./images/mouth/character_9/sad/th_s.png,False,software,L,plain,plain,wall,me,./images/body/character_9/me/body11.png,False,glare,0.0,./images/eyes/character_9/side_eyes/glare_2/glare_2_R.png,-1,./images/head/character_9/L.png,./images/background/plain/character_9/wall.png,9glareRglare_2_RTrueRLplainplainwallmebody11-1th_s0.0
