frame,character,emotion,phonem,blinking_choice,eyes_emotion_choice,intensity,eyes_position,mouth_image_path,pause,word,head_direction,screen_mode,background_type,background_name,body_action,body_path,reaction_bool,reaction,zoom 
2275,9,happy,N,not_blinking,happy,True,L,./images/mouth/character_9/happy/th_h.png,False,different,M,plain,plain,wall,answer,,False,happy,1.5
2276,9,happy,T,not_blinking,happy,True,L,./images/mouth/character_9/happy/th_h.png,False,different,M,plain,plain,wall,answer,,False,happy,1.5
2277,9,happy,V,not_blinking,happy,True,M,./images/mouth/character_9/happy/f_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2278,9,happy,V,not_blinking,happy,True,M,./images/mouth/character_9/happy/f_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2279,9,happy,V,not_blinking,happy,True,M,./images/mouth/character_9/happy/f_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2280,9,happy,IH1,not_blinking,happy,True,M,./images/mouth/character_9/happy/a_e_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2281,9,happy,IH1,not_blinking,happy,True,M,./images/mouth/character_9/happy/a_e_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2282,9,happy,IH1,not_blinking,happy,True,M,./images/mouth/character_9/happy/a_e_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2283,9,happy,D,not_blinking,happy,True,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2284,9,happy,D,not_blinking,happy,True,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2285,9,happy,IY0,not_blinking,happy,True,M,./images/mouth/character_9/happy/a_e_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2286,9,happy,IY0,not_blinking,happy,True,M,./images/mouth/character_9/happy/a_e_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2287,9,happy,OW0,not_blinking,happy,True,M,./images/mouth/character_9/happy/o_small_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2288,9,happy,OW0,not_blinking,happy,True,M,./images/mouth/character_9/happy/o_small_h.png,False,video,M,plain,plain,wall,answer,,False,happy,1.5
2289,9,happy,,not_blinking,happy,True,M,./images/mouth/character_9/happy/m_b_close_h.png,True,,M,plain,plain,wall,answer,,False,happy,1.5
2290,9,happy,AH0,not_blinking,happy,True,M,./images/mouth/character_9/happy/a_e_h.png,False,AND,M,plain,plain,wall,technical,,False,happy,1.5
2291,9,happy,AH0,not_blinking,happy,True,M,./images/mouth/character_9/happy/a_e_h.png,False,AND,M,plain,plain,wall,technical,,False,happy,1.5
2292,9,happy,AH0,not_blinking,happy,True,M,./images/mouth/character_9/happy/a_e_h.png,False,AND,M,plain,plain,wall,technical,,False,happy,1.5
2293,9,happy,N,not_blinking,happy,True,M,./images/mouth/character_9/happy/th_h.png,False,AND,M,plain,plain,wall,technical,,False,happy,1.5
2294,9,happy,N,not_blinking,happy,True,M,./images/mouth/character_9/happy/th_h.png,False,AND,M,plain,plain,wall,technical,,False,happy,1.5
2295,9,happy,N,not_blinking,happy,True,M,./images/mouth/character_9/happy/th_h.png,False,AND,M,plain,plain,wall,technical,,False,happy,1.5
2296,9,happy,D,not_blinking,happy,True,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,AND,M,plain,plain,wall,technical,,False,happy,1.5
2297,9,happy,D,not_blinking,happy,True,M,./images/mouth/character_9/happy/d_j_ch_h.png,False,AND,M,plain,plain,wall,technical,,False,happy,1.5
2298,9,glare,DH,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,the,M,plain,plain,wall,technical,,False,glare,1.5
2299,9,glare,DH,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,the,M,plain,plain,wall,technical,,False,glare,1.5
2300,9,glare,AH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,the,M,plain,plain,wall,technical,,False,glare,1.5
2301,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
2302,9,glare,W,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,working,M,plain,plain,wall,technical,,False,glare,1.5
2303,9,glare,W,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,working,M,plain,plain,wall,technical,,False,glare,1.5
2304,9,glare,ER1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,working,M,plain,plain,wall,technical,,False,glare,1.5
2305,9,glare,ER1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,working,M,plain,plain,wall,technical,,False,glare,1.5
2306,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,working,M,plain,plain,wall,technical,,False,glare,1.5
2307,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,working,M,plain,plain,wall,technical,,False,glare,1.5
2308,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,working,M,plain,plain,wall,technical,,False,glare,1.5
2309,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,working,M,plain,plain,wall,technical,,False,glare,1.5
2310,9,glare,NG,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,working,M,plain,plain,wall,technical,,False,glare,1.5
2311,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,1.5
2312,9,glare,AH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,of,M,plain,plain,wall,technical,,False,glare,1.5
2313,9,glare,AH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,of,M,plain,plain,wall,technical,,False,glare,1.5
2314,9,glare,V,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,of,M,plain,plain,wall,technical,,False,glare,1.5
2315,9,glare,V,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,of,M,plain,plain,wall,technical,,False,glare,1.5
2316,9,glare,DH,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,this,M,plain,plain,wall,technical,,False,glare,1.5
2317,9,glare,DH,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,this,M,plain,plain,wall,technical,,False,glare,1.5
2318,9,glare,IH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,this,M,plain,plain,wall,technical,,False,glare,1.5
2319,9,glare,S,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,this,M,plain,plain,wall,technical,,False,glare,1.5
2320,9,glare,S,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,software,M,plain,plain,wall,technical,,False,glare,0.0
2321,9,glare,S,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,software,M,plain,plain,wall,technical,,False,glare,0.0
2322,9,glare,AO1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,software,M,plain,plain,wall,technical,,False,glare,0.0
2323,9,glare,F,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,software,M,plain,plain,wall,technical,,False,glare,0.0
2324,9,glare,T,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,software,M,plain,plain,wall,technical,,False,glare,0.0
2325,9,glare,W,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,software,M,plain,plain,wall,technical,,False,glare,0.0
2326,9,glare,EH2,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,software,M,plain,plain,wall,technical,,False,glare,0.0
2327,9,glare,R,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,software,M,plain,plain,wall,technical,,False,glare,0.0
2328,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2329,9,glare,IH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,if,M,plain,plain,wall,technical,,False,glare,0.0
2330,9,glare,IH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,if,M,plain,plain,wall,technical,,False,glare,0.0
2331,9,glare,IH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,if,M,plain,plain,wall,technical,,False,glare,0.0
2332,9,glare,F,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,if,M,plain,plain,wall,technical,,False,glare,0.0
2333,9,glare,F,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,if,M,plain,plain,wall,technical,,False,glare,0.0
2334,9,glare,F,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,if,M,plain,plain,wall,technical,,False,glare,0.0
2335,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2336,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2337,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2338,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2339,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2340,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2341,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2342,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2343,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2344,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2345,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2346,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2347,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2348,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2349,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2350,9,glare,Y,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,you,M,plain,plain,wall,technical,,False,glare,0.0
2351,9,glare,UW1,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,you,M,plain,plain,wall,technical,,False,glare,0.0
2352,9,glare,L,not_blinking,glare,True,M,./images/mouth/character_9/sad/l_s.png,False,like,M,plain,plain,wall,technical,,False,glare,0.0
2353,9,glare,L,not_blinking,glare,True,M,./images/mouth/character_9/sad/l_s.png,False,like,M,plain,plain,wall,technical,,False,glare,0.0
2354,9,glare,AY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,like,M,plain,plain,wall,technical,,False,glare,0.0
2355,9,glare,AY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,like,M,plain,plain,wall,technical,,False,glare,0.0
2356,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,like,M,plain,plain,wall,technical,,False,glare,0.0
2357,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,like,M,plain,plain,wall,technical,,False,glare,0.0
2358,9,glare,DH,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,the,M,plain,plain,wall,technical,,False,glare,0.0
2359,9,glare,DH,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,the,M,plain,plain,wall,technical,,False,glare,0.0
2360,9,glare,AH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,the,M,plain,plain,wall,technical,,False,glare,0.0
2361,9,glare,AY0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2362,9,glare,AY0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2363,9,glare,AY0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2364,9,glare,D,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2365,9,glare,D,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2366,9,glare,D,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2367,9,glare,IY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2368,9,glare,IY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2369,9,glare,AH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2370,9,glare,AH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,idea,M,plain,plain,wall,technical,,False,glare,0.0
2371,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,technical,,False,glare,0.0
2372,9,glare,AY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,I,M,plain,plain,wall,why,,False,glare,0.0
2373,9,glare,AY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,I,M,plain,plain,wall,why,,False,glare,0.0
2374,9,glare,AY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,I,M,plain,plain,wall,why,,False,glare,0.0
2375,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,can,M,plain,plain,wall,why,,False,glare,0.0
2376,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,can,M,plain,plain,wall,why,,False,glare,0.0
2377,9,glare,AE1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,can,M,plain,plain,wall,why,,False,glare,0.0
2378,9,glare,AE1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,can,M,plain,plain,wall,why,,False,glare,0.0
2379,9,glare,N,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,can,M,plain,plain,wall,why,,False,glare,0.0
2380,9,glare,M,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,make,M,plain,plain,wall,why,,False,glare,0.0
2381,9,glare,M,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,make,M,plain,plain,wall,why,,False,glare,0.0
2382,9,glare,M,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,make,M,plain,plain,wall,why,,False,glare,0.0
2383,9,glare,EY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,make,M,plain,plain,wall,why,,False,glare,0.0
2384,9,glare,EY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,make,M,plain,plain,wall,why,,False,glare,0.0
2385,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,make,M,plain,plain,wall,why,,False,glare,0.0
2386,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,make,M,plain,plain,wall,why,,False,glare,0.0
2387,9,glare,DH,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,this,M,plain,plain,wall,why,,False,glare,0.0
2388,9,glare,DH,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,this,M,plain,plain,wall,why,,False,glare,0.0
2389,9,glare,IH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,this,M,plain,plain,wall,why,,False,glare,0.0
2390,9,glare,S,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,this,M,plain,plain,wall,why,,False,glare,0.0
2391,9,glare,S,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2392,9,glare,S,not_blinking,glare,True,M,./images/mouth/character_9/sad/d_j_ch_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2393,9,glare,AO1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2394,9,glare,AO1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2395,9,glare,F,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2396,9,glare,F,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2397,9,glare,T,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2398,9,glare,T,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2399,9,glare,W,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2400,9,glare,W,not_blinking,glare,True,M,./images/mouth/character_9/sad/o_small_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2401,9,glare,EH2,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2402,9,glare,EH2,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2403,9,glare,R,not_blinking,glare,True,M,./images/mouth/character_9/sad/th_s.png,False,software,M,plain,plain,wall,why,,False,glare,0.0
2404,9,glare,P,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2405,9,glare,P,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2406,9,glare,AH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2407,9,glare,AH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2408,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2409,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2410,9,glare,L,not_blinking,glare,True,M,./images/mouth/character_9/sad/l_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2411,9,glare,L,not_blinking,glare,True,M,./images/mouth/character_9/sad/l_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2412,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2413,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2414,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2415,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2416,9,glare,IY0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2417,9,glare,IY0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2418,9,sad,,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,why,,False,glare,0.0
2419,9,glare,P,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2420,9,glare,P,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2421,9,glare,AH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2422,9,glare,AH1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2423,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2424,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2425,9,glare,L,not_blinking,glare,True,M,./images/mouth/character_9/sad/l_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2426,9,glare,L,not_blinking,glare,True,M,./images/mouth/character_9/sad/l_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2427,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2428,9,glare,IH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2429,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2430,9,glare,K,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2431,9,glare,IY0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2432,9,glare,IY0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,publicly,M,plain,plain,wall,why,,False,glare,0.0
2433,9,glare,AH0,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,available,M,plain,plain,wall,why,,False,glare,0.0
2434,9,glare,V,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,available,M,plain,plain,wall,why,,False,glare,0.0
2435,9,glare,V,not_blinking,glare,True,M,./images/mouth/character_9/sad/f_s.png,False,available,M,plain,plain,wall,why,,False,glare,0.0
2436,9,glare,EY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,available,M,plain,plain,wall,why,,False,glare,0.0
2437,9,glare,EY1,not_blinking,glare,True,M,./images/mouth/character_9/sad/a_e_s.png,False,available,M,plain,plain,wall,why,,False,glare,0.0
2438,9,glare,L,not_blinking,glare,True,M,./images/mouth/character_9/sad/l_s.png,False,available,M,plain,plain,wall,why,,False,glare,0.0
2439,9,glare,B,not_blinking,glare,True,M,./images/mouth/character_9/sad/m_b_close_s.png,False,available,M,plain,plain,wall,why,,False,glare,0.0
2440,9,glare,Y,not_blinking,glare,True,L,./images/mouth/character_9/sad/o_small_s.png,False,you,M,plain,plain,wall,why,,False,glare,0.0
2441,9,glare,Y,not_blinking,glare,True,L,./images/mouth/character_9/sad/o_small_s.png,False,you,M,plain,plain,wall,why,,False,glare,0.0
2442,9,glare,UW1,not_blinking,glare,True,L,./images/mouth/character_9/sad/o_small_s.png,False,you,M,plain,plain,wall,why,,False,glare,0.0
2443,9,glare,UW1,not_blinking,glare,True,L,./images/mouth/character_9/sad/o_small_s.png,False,you,M,plain,plain,wall,why,,False,glare,0.0
2444,9,sad,,not_blinking,glare,True,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,why,,False,glare,0.0
2445,9,glare,G,not_blinking,glare,False,L,./images/mouth/character_9/sad/d_j_ch_s.png,False,guys,M,plain,plain,wall,answer,,False,glare,0.0
2446,9,glare,G,not_blinking,glare,False,L,./images/mouth/character_9/sad/d_j_ch_s.png,False,guys,M,plain,plain,wall,answer,,False,glare,0.0
2447,9,glare,G,not_blinking,glare,False,L,./images/mouth/character_9/sad/d_j_ch_s.png,False,guys,M,plain,plain,wall,answer,,False,glare,0.0
2448,9,glare,AY1,not_blinking,glare,False,L,./images/mouth/character_9/sad/a_e_s.png,False,guys,M,plain,plain,wall,answer,,False,glare,0.0
2449,9,glare,AY1,not_blinking,glare,False,L,./images/mouth/character_9/sad/a_e_s.png,False,guys,M,plain,plain,wall,answer,,False,glare,0.0
2450,9,glare,AY1,not_blinking,glare,False,L,./images/mouth/character_9/sad/a_e_s.png,False,guys,M,plain,plain,wall,answer,,False,glare,0.0
2451,9,glare,Z,not_blinking,glare,False,L,./images/mouth/character_9/sad/d_j_ch_s.png,False,guys,M,plain,plain,wall,answer,,False,glare,0.0
2452,9,glare,Z,not_blinking,glare,False,L,./images/mouth/character_9/sad/d_j_ch_s.png,False,guys,M,plain,plain,wall,answer,,False,glare,0.0
2453,9,sad,,not_blinking,glare,False,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,answer,,False,glare,0.0
2454,9,sad,,not_blinking,glare,False,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,answer,,False,glare,0.0
2455,9,sad,,not_blinking,glare,False,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,answer,,False,glare,0.0
2456,9,sad,,not_blinking,glare,False,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,answer,,False,glare,0.0
2457,9,sad,,not_blinking,glare,False,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,answer,,False,glare,0.0
2458,9,sad,,not_blinking,glare,False,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,answer,,False,glare,0.0
2459,9,sad,,not_blinking,glare,False,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,answer,,False,glare,0.0
2460,9,sad,,not_blinking,glare,False,L,./images/mouth/character_9/sad/m_b_close_s.png,True,,M,plain,plain,wall,answer,,False,glare,0.0
2461,9,glare,TH,not_blinking,glare,False,L,./images/mouth/character_9/sad/th_s.png,False,through,M,plain,plain,wall,answer,,False,glare,0.0
